,lb,ub
GLYK,-100.0,100.0
GLYOX,-100.0,100.0
GMHEPAT,0.016905152433601026,0.017687371170382826
GMHEPK,0.016905152433601026,0.017687371170382826
GMHEPPA,0.016905152433601026,0.017687371170382826
GMPR,-100.0,99.81323160757772
GMPS2,-100.0,100.0
GND,-100.0,100.0
GNK,-12.220287146385095,15.271078628063615
GPDDA2,-100.0,99.92208200574751
GPDDA4,-100.0,99.97578269829948
GSNK,-100.0,100.0
GSPMDA,-100.0,100.0
GSPMDS,-100.0,100.0
GTPCI,0.0335419691142802,0.03509399041742256
GTPCII2,6.7083938120049424e-06,7.018798100943968e-06
GUAD,-100.0,100.0
GUAPRT,-100.0,100.0
HEX1,-100.0,100.0
histd,0.06037554440571795,0.06316918275136724
HISTP,0.06037554440571795,0.06316918275136724
HPPK2,0.033541969114281756,0.03509399041742256
HPYRI,-100.0,100.0
HPYRRx,-100.0,100.0
HPYRRy,-100.0,100.0
HSDy,-99.76279119442376,99.90205745018628
HSK,-100.0,99.66484864461003
HSST,0.09794254981372022,0.10247445201888464
HSTPT,0.06037554440571795,0.06316918275136724
HXPRT,-100.0,100.0
HYPOE,-100.0,100.0
ICDHyr,-100.0,100.0
ICL,-100.0,100.0
IDOND,-100.0,100.0
IDOND2,-100.0,100.0
IG3PS,0.06037554440571795,0.06316918275136629
IGPDH,0.06037554440571795,0.06316918275136629
IGPS,0.036225326643432254,0.03790150965082262
ILETA,-0.1937188271041929,-0.1851516695108684
IMPC,-0.40857055335806175,-0.3905016419838603
IMPD,-99.81323160757783,100.0
INSK,-100.0,100.0
IPDDIi,-100.0,100.0
IPDPS,-100.0,100.0
IPMD,0.28711925561830753,0.3004045579731667
IPPMIa,-0.3004045579731667,-0.28711925561830753
IPPMIb,-0.3004045579731667,-0.28711925561830753
IPPS,0.28711925561830753,0.3004045579731667
KARA1i,0.5568362668207953,0.5826016518379618
KARA2i,0.1851516695108684,0.1937188271041929
KAS14,-100.0,100.0
KAS15,-100.0,100.0
KAS16,0.02254020324480137,0.023583161560510435
KDOCT2,0.02817525405600171,0.029478951950638044
KDOPP,0.02817525405600171,0.029478951950638044
KDOPS,0.02817525405600171,0.029478951950638044
LDHD,-100.0,100.0
LDHD2,-100.0,100.0
LEUTAi,0.28711925561830753,0.3004045579731667
LGTHL,-100.0,100.0
L-LACD2,-100.0,100.0
L-LACD3,-100.0,100.0
LPADSS,0.005635050811200342,0.005895790390127609
LPLIPA1,-100.0,100.0
LPLIPA2,-100.0,100.0
LPLIPA3,-100.0,100.0
LPLIPA4,-100.0,100.0
LPLIPA5,-100.0,100.0
LPLIPA6,-100.0,100.0
LPSSYNEC,0.005635050811200342,0.005895790390127609
MACPD,-100.0,100.0
MALS,-100.0,100.0
MCITD,-100.0,100.0
MCITL2,-100.0,100.0
MCITS,-100.0,100.0
MCOATA,-100.0,100.0
MDH,-100.0,100.0
MDH2,-100.0,100.0
MDH3,-100.0,100.0
MDRPD,0.004695875676006267,0.004913158658439443
ME1,-100.0,100.0
ME2,-100.0,100.0
METAT,0.004695875676006267,0.004913158658439443
METS,0.09794254981372022,0.10247445201888464
MGSA,-100.0,100.0
MICITD,-100.0,100.0
MLTG2,-100.0,100.0
MLTG3,-100.0,100.0
MLTG4,-100.0,100.0
MLTG5,-100.0,100.0
MLTP1,-100.0,100.0
MLTP2,-100.0,100.0
MLTP3,-100.0,100.0
MMCD,-100.0,100.0
MME,-100.0,100.0
MMM2,-100.0,100.0
MOAT,0.005635050811200342,0.005895790390127609
MOAT2,0.005635050811200342,0.005895790390127609
MOHMT,3.957952354483041e-05,4.141090869569375e-05
MTAN,0.004695875676006267,0.004913158658439443
MTHFC,-100.0,100.0
MTHFD,-100.0,100.0
MTHFR2,0.13148451892800797,0.1375684424363109
MTRI,0.004695875676006267,0.004913158658439443
MTRK,0.004695875676006267,0.004913158658439443
NACODA,-100.0,100.0
NADDP,-100.0,100.0
NADH10,-100.0,100.0
NADH5,-100.0,100.0
NADH9,-100.0,100.0
NADK,-99.99964445512735,100.0
NADPPPS,-100.0,99.9996444551273
NADS1,-100.0,100.0
NAMNPP,-100.0,100.0
NDPK1,-100.0,100.0
NDPK2,-100.0,100.0
NDPK3,-100.0,100.0
NDPK4,-99.98343026725755,100.0
NDPK5,-100.0,100.0
NDPK6,-100.0,100.0
NDPK7,-100.0,100.0
NDPK8,-100.0,100.0
NMNAT,-100.0,100.0
NMNDA,-100.0,100.0
NMNN,-100.0,100.0
NNAM,-100.0,100.0
NNAT,-100.0,100.0
NNDPR,0.0018313915136167758,0.0019161318769107538
NTD1,-100.0,100.0
NTD10,-100.0,100.0
NTD11,-100.0,100.0
NTD2,-100.0,100.0
NTD3,-100.0,100.0
NTD4,-100.0,100.0
NTD5,-100.0,100.0
NTD6,-100.0,100.0
NTD7,-100.0,100.0
NTD8,-100.0,100.0
NTD9,-100.0,100.0
NTPP1,-100.0,100.0
NTPP2,-100.0,100.0
NTPP3,-100.0,100.0
NTPP4,-100.0,100.0
NTPP5,-100.0,100.0
NTPP6,-100.0,100.0
NTPP7,-100.0,99.98343026725755
NTPP8,-100.0,100.0
NTPTP1,-100.0,100.0
NTPTP2,-100.0,100.0
OBTFL,-100.0,99.81484833048913
OCBT,-99.8114941335777,100.0
OMCDC,0.28711925561830315,0.3004045579731667
OMPDC,0.21138148935825996,0.2211623276105854
ORNDC,-99.97182474594399,100.0
ORNTA,-100.0,100.0
ORPT,-0.2211623276105712,-0.21138148935825996
P5CD,-100.0,99.85912372972
P5CR,-99.85912372972,100.0
PANTS,3.9579523573265996e-05,4.141090869325126e-05
PAPAEC,-100.0,99.9887298983776
PAPPT3,0.018515166951086837,0.019371882710419286
PAPSR,0.15634515559616097,0.16357940625387637
PASYNEC,-99.90913480566942,100.0
PDH,-100.0,100.0
PDXPP,-100.0,100.0
PEPTEC,0.011270101622400684,0.011791580780255217
PFK,-100.0,100.0
PFL,-100.0,100.0
PGAMT,-0.05053534620109379,-0.04830043552457436
PGCD,-100.0,100.0
PGI,-100.0,100.0
PGK,-100.0,91.28830358451228
PGL,-100.0,100.0
PGM,-100.0,100.0
PGMT,-100.0,100.0
PGPPEC,-99.97578269829947,100.0
PGSAEC,-99.97578269829947,100.0
PHETA1,-0.12353084626934038,-0.11806773128229288
PLIPA1,-100.0,99.97578269829947
PLIPA2,-100.0,99.92208200574751
PMDPHT,6.7083938228573725e-06,7.0187980867331135e-06
PNTK,3.9579523530619554e-05,4.141090869325126e-05
POX,-100.0,100.0
ppa,-100.0,100.0
PPAKr,-100.0,100.0
PPC,-100.0,100.0
PPCDC,3.957952356126171e-05,4.141090869325126e-05
PPCK,-100.0,100.0
PPCSCT,-100.0,100.0
PPM,-100.0,100.0
PPM2,-100.0,99.77643673829877
PPNCL2,3.957952353278449e-05,4.1410908679040404e-05
PPND,0.08787995907943391,0.09194625489365676
PPNDH,0.11806773128229288,0.12353084626934038
PPS,-100.0,100.0
PPTGS,0.018515166951086837,0.019371882710419286
PRAGSr,0.33012609757702194,0.34540137060685205
PRAIi,0.036225326643432254,0.03790150965082262
PRAIS,0.33012609757702194,0.34540137060685205
PRAMPC,0.060375544405715686,0.06316918275136724
PRASCS,0.33012609757702194,0.34540137060685205
PRATPP,0.060375544405715686,0.06316918275136724
PRFGS,0.33012609757702194,0.34540137060685205
PRMICIi,0.060375544405715686,0.06316918275136724
PROD2,-100.0,99.85912372972
PRPPS,-100.0,100.0
PSCVT,0.2757149861194408,0.2884726012312484
PSDEC,-99.92382618814145,99.99825581760605
PSERT,-100.0,100.0
PSPL,-100.0,100.0
PSSAEC,-99.9220820057475,100.0
PTA2,-100.0,100.0
PTAr,-100.0,100.0
PTPATi,3.9579523551935836e-05,4.141090871932299e-05
PTRCTA,-100.0,99.97182474594399
PUNP1,-100.0,100.0
PUNP2,-100.0,100.0
PUNP3,-100.0,100.0
PUNP4,-100.0,100.0
PUNP5,-100.0,100.0
PUNP6,-100.0,100.0
PUNP7,-100.0,100.0
PYAM5PO,-100.0,100.0
PYDAMK,-100.0,100.0
PYDXK,-100.0,100.0
PYDXNK,-100.0,100.0
PYDXPP,-100.0,100.0
PYK,-100.0,100.0
PYNP2r,-100.0,100.0
QULNS,0.0018313915134320347,0.0019161318765661406
RBFK,6.7083938228573725e-06,7.018798100943968e-06
RBFSa,1.3416787645714745e-05,1.4037596201887936e-05
RBFSb,6.7083938228573725e-06,7.018798100943968e-06
RNDR1,-100.0,100.0
RNDR2,-100.0,100.0
RNDR3,-100.0,100.0
RNDR4,-100.0,100.0
RNTR1,-100.0,100.0
RNTR2,-100.0,100.0
RNTR3,-100.0,100.0
RNTR4,-100.0,100.0
RPE,-100.0,100.0
RPI,-100.0,99.48209902731364
S7PI,0.016905152433601026,0.017687371170382826
SADH,-100.0,99.8114941335777
SADT2,0.1563451555961115,0.163579406253902
SDPDS,0.237208805576243,0.24818470023203842
SDPTA,-0.24818470023203842,-0.237208805576243
SERAT,-99.84365484440383,100.0
SERDL,-100.0,100.0
SGDS,-100.0,99.8114941335777
SGSAD,-100.0,99.8114941335777
SHK3Dr,0.2757149861194468,0.2884726012312396
SHKK,0.2757149861194468,0.2884726012312395
SHSL1,0.09794254981372022,0.10247445201888464
SOTA,-100.0,99.8114941335777
SPMS,0.004695875676006267,0.004913158658439443
SSALx,-100.0,100.0
SSALy,-100.0,100.0
SUCD,-100.0,100.0
SUCOAS,-100.0,100.0
SULR,-0.16357940625387637,-0.15634515559617057
TALA,-49.87059508315708,50.13539261503044
TDSK,0.005635050811200342,0.005895790390127609
TESTAKGDH,-100.0,100.0
TESTNADTRHD,-100.0,100.0
THDPS,0.237208805576243,0.24818470023203842
THRAr,-100.0,100.0
THRD,-100.0,100.0
THRDL,-99.81484833048913,100.0
THRS,-100.0,99.66484864461003
TKT1,-49.85368993072348,50.15307998620082
TKT2,-50.153079986200815,49.853689930723476
TMAOR1,-100.0,100.0
TMAOR2,-100.0,100.0
TMDK1,-100.0,100.0
TMDS,0.01656973274245388,0.017336431266201657
TPI,-100.0,91.28830358451319
TRDR,-99.77643673829881,100.0
TRE6PH,-100.0,100.0
TRE6PP,-100.0,100.0
TRE6PS,-100.0,99.98671738023074
TREH,-100.0,100.0
TREHe,-100.0,100.0
TRPAS1,-100.0,99.84365484440387
TRPAS2,-100.0,100.0
TRPS1,-99.96377467335657,100.0
TRPS2,-100.0,100.0
TRPS3,-99.96377467335657,100.0
TRSAR,-100.0,100.0
TYRTA,-0.09194625489365676,-0.08787995907943391
U23GAAT,0.011270101622400684,0.011791580780255217
UAAGDS,0.018515166951086837,0.019371882710419286
UAGAAT,0.011270101622400684,0.011791580780255217
UAGCVT,0.018515166951086837,0.019371882710419286
UAGDP,0.04830043552457436,0.05053534620109379
UAGPT3,0.018515166951086837,0.019371882710419286
UAMAGS,0.018515166951086837,0.019371882710419286
UAMAS,0.018515166951086837,0.019371882710419286
UAPGR,0.018515166951086837,0.019371882710419286
UDCPDP,0.018515166951086837,0.019371882710419286
UGMDDS,0.018515166951086837,0.019371882710419286
UHGADA,0.011270101622400684,0.011791580780255217
UMPK,-100.0,100.0
UNK3,0.004695875676006267,0.004913158658439443
UPPRT,-100.0,100.0
URIDK2r,-100.0,100.0
URIK2,-100.0,100.0
USHD,0.005635050811200342,0.005895790390127609
VALTA,-100.0,99.73032256832113
VPAMT,-99.73032256832113,100.0
XPPT,-100.0,100.0
biomass,0.670839382285755,0.7018798083485249
EX_ac,8.826068397839,12.84593332748
EX_co2,11.965751045987265,13.928623680376337
EX_glc,-12.090329973406668,-10.115735738196058
EX_h,-25.411698854445135,55.973497560092376
EX_h2o,7.822888488294325,45.686877871354746
EX_nh3,-8.259854073237562,-7.738956551239582
EX_o2,-25.64184695305984,-9.117049900823162
EX_pi,-0.6697596826800378,-0.6401397596347351
EX_so4,-0.1635794062539162,-0.1563451555961736
ABUTt2,-100.0,100.0
ACt2r,-12.84593332748,-8.826068397839
ALAabc,-100.0,100.0
ALARi,-100.0,100.0
ARBabc,-100.0,100.0
ARBt2r,-100.0,100.0
ARGabc,-100.0,100.0
ARGORNt7,-100.0,100.0
ASNabc,-100.0,100.0
ASNt2r,-100.0,100.0
ASPabc,-100.0,100.0
ASPt2,-100.0,100.0
ATPS4r,-100.0,100.0
Cex,-100.0,100.0
CHLabc,-100.0,100.0
CHLt2r,-100.0,100.0
CO2t,-100.0,88.03424895401274
CYTBD,-100.0,100.0
CYTBO3,-100.0,100.0
DMSOR1e,-100.0,100.0
DMSOR2e,-100.0,100.0
FDH2,-100.0,100.0
FDH3,-100.0,100.0
FORt,-100.0,88.03424895401275
FRUpts,-100.0,100.0
FRUpts2,-100.0,100.0
FUMt22,-100.0,100.0
GALabc,-100.0,100.0
GALt2,-100.0,100.0
GLCDe,-12.220284504510566,15.271075986185949
GLCNt2r,-12.220284504511241,15.271075986186254
GLCpts,-100.0,100.0
GLCt2,-100.0,100.0
GLUabc,-100.0,100.0
GLUABUTt7,-100.0,100.0
GLUt2r,-100.0,100.0
GLUt4,-100.0,100.0
GLYBabc,-100.0,100.0
GLYBt2r,-100.0,100.0
GLYC3Pabc,-100.0,100.0
GLYC3Pt6,-100.0,100.0
H2Ot,-100.0,100.0
HISabc,-100.0,100.0
HISt2r,-100.0,100.0
Ht,-100.0,100.0
HYD1,-100.0,100.0
HYD2,-100.0,100.0
HYD3,-100.0,100.0
ILEabc,-100.0,100.0
ILEt2r,-100.0,100.0
Kabc,-100.0,100.0
Kt2r,-100.0,100.0
LEUabc,-100.0,100.0
LEUt2r,-100.0,100.0
LYSabc,-100.0,100.0
LYSt2r,-100.0,100.0
NADH6,-100.0,100.0
NADH7,-100.0,100.0
NADH8,-100.0,100.0
NAt31,-100.0,100.0
NH3t,7.738956551241635,8.259854073235402
NMNP,-100.0,100.0
NMNt7,-100.0,100.0
NO3R1,-100.0,100.0
NO3R2,-100.0,100.0
O2t,9.117049900823162,25.64184695305984
ORNabc,-100.0,100.0
PIabc,-100.0,100.0
PIt2r,-100.0,100.0
PROabc,-100.0,100.0
PROt2r,-100.0,100.0
PROt4,-100.0,100.0
PTRCabc,-100.0,100.0
PTRCORNt7,-100.0,100.0
PTRCt2r,-100.0,100.0
SERt2r,-100.0,100.0
SERt4,-100.0,100.0
SUCCabc,-100.0,100.0
SUCCt22,-100.0,100.0
SUCFUMt,-100.0,100.0
SULabc,0.15634515559617057,0.16357940625388778
THD2,-100.0,100.0
THRabc,-100.0,100.0
THRt2r,-100.0,100.0
THRt4,-100.0,100.0
TMAOR1e,-100.0,100.0
TMAOR2e,-100.0,100.0
TREpts,-100.0,100.0
VALabc,-100.0,100.0
VALt2r,-100.0,100.0
XYLabc,-100.0,100.0
XYLt2,-100.0,100.0
biomass_ce,0.670839382285755,0.7018798083485249
biomass_EX,0.670839382285755,0.7018798083485249
OROTex,-99.73811580193951,100.0
DCTA,-99.73811580193951,100.0
EX_oro,0.261884198060484,0.35540588204754797
